Opetusjakson koodi;Kurssin koodi ja nimi;Opetusryhmä;Viikonpäivä;Alkukellonaika;Loppukellonaika;ei käytössä;Salin koodi;Arvioitu osallistujamäärä;Salikoko;Opettajan T-numero;Lista viikoista joina opetusta järjestetään;Lista kurssin opinto-ohjelmista;Lisätietoja;Orderi;Vastuuyksikön koodi;Ilm.alkamispäivä;Ilm.loppumispäivä;Max.ilmoittautumismäärä;Lukujärjestysvastaavan T-numero;Vastuuopettajien T-numerot pilkkueroteltuna;Luennoitsijoiden T-numerot (Oodi=4) pilkkueroteltuna;Harjoitusten pitäjien T-numerot pilkkueroteltuna;Virkailijoiden T-numerot pilkkueroteltuna;Suoritusmerkinnän antajien T-numerot pilkkueroteltuna;Opetusmuoto;Henkilöiden nimet;Opetuskieli;CUR id;Arviointikohteen tyyppi;Toteutuksen tyyppi;Toteutuksen nimen lisätieto (FI);Toteutuksen nimen lisätieto (EN);Toteutuksen nimen lisätieto (SV);
10;TU-A1100 Tuotantotalous 1;XXH03;Fri;12:15;16:00;;R037/1171;0;;;09-11;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-EKO-AAE-2~ENG1~2~2~EKO-AAE|ENG1-EKO-MEC-2~ENG1~2~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194284-2736606;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH03;Thu;12:15;15:00;;R037/1171;0;;;43-46;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;TU-A1100 Tuotantotalous 1;XXH03;Tue;16:15;19:00;;R037/1171;0;;;20-21;ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-RAK perusv~~1~~|ENG1-KEY perusv~~1~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194283-2736596;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH04;Thu;15:15;18:00;;R037/1171;0;;;43-46;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH05;Fri;12:15;15:00;;R037/1200;0;;;43-46;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH06;Fri;15:15;18:00;;R037/1171;0;;;43-46;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH07;Mon;12:15;14:00;;R037/1021;0;;;44-45;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH08;Mon;14:15;16:00;;R037/1021;0;;;44-45;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH09;Tue;14:15;17:00;;R037/1200;0;;;44-45;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;TU-A1100 Tuotantotalous 1;T06;Mon;13:00;19:00;;R037/2001;0;;T270335;23;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-EKO-AAE-2~ENG1~2~2~EKO-AAE|ENG1-EKO-MEC-2~ENG1~2~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;5;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;suomi;aalto-CUR-193076-3110489;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;TU-A1160 Elämisen taito;L01;Thu;12:15;14:00;;R037/1017;0;;T338866;02-07;SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|SCI3163_TEPSY_y2~SCI1~2~6~|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30701;;;0;T1154023;;;;;;1;T338866=Martela, Frank|T1154023=Nisula, Paavo;suomi;aalto-CUR-193082-3110495;;;;;;
8;TU-A1160 Elämisen taito;H01;Fri;12:15;14:00;;R999/VT1;0;;;02-07;SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|SCI3163_TEPSY_y2~SCI1~2~6~|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193082-3110495;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;TU-A1200 Grundkurs i Produktionsekonomi;L01;Mon;14:15;16:00;;R001/U270;0;;T270335;36;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1ruots~SCI1~1~4~Datateknik;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;ruotsi;aalto-CUR-193091-3110504;;;;;;
3;TU-A1200 Grundkurs i Produktionsekonomi;L01;Tue;14:15;16:00;;R001/U270;0;;T270335;37-41;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1ruots~SCI1~1~4~Datateknik;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;ruotsi;aalto-CUR-193091-3110504;;;;;;
3;TU-A1200 Grundkurs i Produktionsekonomi;L01;Mon;14:15;16:00;;R045/1501;0;;T270335;43-45;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1ruots~SCI1~1~4~Datateknik;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;ruotsi;aalto-CUR-193091-3110504;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;TU-A1200 Grundkurs i Produktionsekonomi;XXH01;Fri;09:15;12:00;;R037/1171;0;;T270335;43-46;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1ruots~SCI1~1~4~Datateknik;;;T30701;;;0;T1154023;;;;;;7;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;ruotsi;aalto-CUR-193091-3110504;;;;;;
5;TU-A1200 Grundkurs i Produktionsekonomi;XXH02;Wed;14:15;17:00;;R037/1171;0;;T270335;44-45;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1ruots~SCI1~1~4~Datateknik;;;T30701;;;0;T1154023;;;;;;7;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;ruotsi;aalto-CUR-193091-3110504;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;TU-A1300 Introduction to Industrial Engineering and Management;L01;Mon;12:15;14:00;;R001/Y122;0;;T270335;36;SCI10 QT 3 y~SCI10~3~3~Quantum Technology|BSc-Tech_DataSci~SCI10~1~1~Data Science|CHEMkandi 1 vsk Chemical ~CHEM10~1~1~CHEM enkkukandi|ENG10-COE-Y3~ENG10~3~~Computational Engineering;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;englanti;aalto-CUR-193102-3110515;;;;;;
3;TU-A1300 Introduction to Industrial Engineering and Management;L01;Mon;12:15;14:00;;R037/2006;0;;T270335;37-41,43-45;SCI10 QT 3 y~SCI10~3~3~Quantum Technology|BSc-Tech_DataSci~SCI10~1~1~Data Science|CHEMkandi 1 vsk Chemical ~CHEM10~1~1~CHEM enkkukandi|ENG10-COE-Y3~ENG10~3~~Computational Engineering;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;englanti;aalto-CUR-193102-3110515;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;TU-A1300 Introduction to Industrial Engineering and Management;XXH01;Wed;12:15;15:00;;R037/1174;0;;T270335;43-46;SCI10 QT 3 y~SCI10~3~3~Quantum Technology|BSc-Tech_DataSci~SCI10~1~1~Data Science|CHEMkandi 1 vsk Chemical ~CHEM10~1~1~CHEM enkkukandi|ENG10-COE-Y3~ENG10~3~~Computational Engineering;;;T30701;;;0;T1154023;;;;;;7;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;englanti;aalto-CUR-193102-3110515;;;;;;
5;TU-A1300 Introduction to Industrial Engineering and Management;XXH02;Fri;09:15;12:00;;R037/1021;0;;T270335;43-46;SCI10 QT 3 y~SCI10~3~3~Quantum Technology|BSc-Tech_DataSci~SCI10~1~1~Data Science|CHEMkandi 1 vsk Chemical ~CHEM10~1~1~CHEM enkkukandi|ENG10-COE-Y3~ENG10~3~~Computational Engineering;;;T30701;;;0;T1154023;;;;;;7;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;englanti;aalto-CUR-193102-3110515;;;;;;
5;TU-A1300 Introduction to Industrial Engineering and Management;XXH03;Thu;16:15;18:00;;R037/1021;0;;T270335;44-46;SCI10 QT 3 y~SCI10~3~3~Quantum Technology|BSc-Tech_DataSci~SCI10~1~1~Data Science|CHEMkandi 1 vsk Chemical ~CHEM10~1~1~CHEM enkkukandi|ENG10-COE-Y3~ENG10~3~~Computational Engineering;;;T30701;;;0;T1154023;;;;;;7;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;englanti;aalto-CUR-193102-3110515;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;TU-A1300 Introduction to Industrial Engineering and Management;T05;Mon;13:00;19:00;;R001/Y_ala-aula;0;;T270335;23;BSc-Tech_DataSci~SCI10~1~1~Data Science|SCI10 QT 3 y~SCI10~3~3~Quantum Technology|CHEMkandi 1 vsk Chemical ~CHEM10~1~1~CHEM enkkukandi|ENG10-COE-Y3~ENG10~3~~Computational Engineering;;;T30701;;;0;T1154023;;;;;;5;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;englanti;aalto-CUR-209868-3018320;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;TU-C1011 Ryhmätoiminta ja organisointi;L01;Wed;14:15;17:00;;R037/2005;0;;T216315;36-41;CCIS-SSE_UCD_1y|INF1~SCI1~1~1~Informaatioverkostot|INF1_SV~SCI1~1~1~|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi ;;;T30701;;;300;T1154023;;;;;;1;T216315=Nurmi, Niina|T1154023=Nisula, Paavo;suomi;aalto-CUR-193104-3110517;;;;;;
3;TU-C1011 Ryhmätoiminta ja organisointi;L01;Wed;14:15;17:00;;R001/Y202a;0;;T216315;43-48;CCIS-SSE_UCD_1y|INF1~SCI1~1~1~Informaatioverkostot|INF1_SV~SCI1~1~1~|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi ;;;T30701;;;300;T1154023;;;;;;1;T216315=Nurmi, Niina|T1154023=Nisula, Paavo;suomi;aalto-CUR-193104-3110517;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;TU-C1022 Tuotejohtamisen projekti;L01;Tue;14:15;16:00;;R001/U271;0;;T207272;02-03,05-06;SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi ;;;T30701;;;64;T1154023;;;;;;1;T207272=Jääskeläinen, Mikko|T1154023=Nisula, Paavo;suomi;aalto-CUR-193106-3110519;;;;;;
8;TU-C1022 Tuotejohtamisen projekti;L01;Wed;12:15;14:00;;R001/U271;0;;T207272;02-03,05-06;SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi ;;;T30701;;;64;T1154023;;;;;;1;T207272=Jääskeläinen, Mikko|T1154023=Nisula, Paavo;suomi;aalto-CUR-193106-3110519;;;;;;
8;TU-C1022 Tuotejohtamisen projekti;P01;Tue;14:15;16:00;;R999/VT1;0;;T207272;04,07,09-14,16;SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi ;;;T30701;;;64;T1154023;;;;;;2;T207272=Jääskeläinen, Mikko|T1154023=Nisula, Paavo;suomi;aalto-CUR-193106-3110519;;;;;;
8;TU-C1022 Tuotejohtamisen projekti;P01;Wed;12:15;14:00;;R999/VT1;0;;T207272;04,07,09-14,16;SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi ;;;T30701;;;64;T1154023;;;;;;2;T207272=Jääskeläinen, Mikko|T1154023=Nisula, Paavo;suomi;aalto-CUR-193106-3110519;;;;;;
8;TU-C1022 Tuotejohtamisen projekti;P01;Tue;12:15;14:00;;R999/VT1;0;;T207272;18;SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi ;;;T30701;;;64;T1154023;;;;;;2;T207272=Jääskeläinen, Mikko|T1154023=Nisula, Paavo;suomi;aalto-CUR-193106-3110519;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;L01;Thu;12:15;14:00;;R037/2005;0;;T140067;02-07,09-14;INF1_SV~SCI1~1~1~|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|INF1~SCI1~1~1~Informaatioverkostot;;;T30701;;;0;T1154023;;;;;;1;T140067=Karjalainen, Jouko|T1154023=Nisula, Paavo;suomi;aalto-CUR-194313-2737048;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;L01;Wed;10:15;12:00;;R037/2005;0;;T140067;36-41,43-45;SCI3025-2~SCI1~2~5~Tuotantotalous|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;1;T140067=Karjalainen, Jouko|T1154023=Nisula, Paavo;suomi;aalto-CUR-193108-3110521;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH01;Mon;12:15;14:00;;R037/1194;0;;;03-07;INF1_SV~SCI1~1~1~|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|INF1~SCI1~1~1~Informaatioverkostot;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194313-2737048;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH01;Mon;16:15;18:00;;R037/1194;0;;;37-41,43-48;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193108-3110521;;;;;;
3;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH02;Thu;14:15;16:00;;R037/1021;0;;;37-41,43-48;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193108-3110521;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH02;Tue;10:15;12:00;;R037/1200;0;;;03-07;INF1~SCI1~1~1~Informaatioverkostot|INF1_SV~SCI1~1~1~|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194313-2737048;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH03;Wed;12:15;14:00;;R999/VT1;0;;;37;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193108-3110521;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH03;Wed;14:15;16:00;;R037/1200;0;;;03-07;INF1~SCI1~1~1~Informaatioverkostot|INF1_SV~SCI1~1~1~|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194313-2737048;;;;;;
8;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH04;Thu;14:15;16:00;;R037/1200;0;;;03-07;INF1~SCI1~1~1~Informaatioverkostot|INF1_SV~SCI1~1~1~|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194313-2737048;;;;;;
8;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH05;Fri;12:15;14:00;;R037/1021;0;;;03-07;INF1_SV~SCI1~1~1~|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|INF1~SCI1~1~1~Informaatioverkostot;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194313-2737048;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;XXH06;Tue;14:15;16:00;;R037/1021;0;;;09-14;INF1~SCI1~1~1~Informaatioverkostot|INF1_SV~SCI1~1~1~|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194313-2737048;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;TU-C1030 Laskelmat liiketoiminnan päätösten tukena;T06;Wed;13:00;16:00;;R037/2001;0;;T140067;23;INF1~SCI1~1~1~Informaatioverkostot|INF1_SV~SCI1~1~1~|INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;5;T140067=Karjalainen, Jouko|T1154023=Nisula, Paavo;suomi;aalto-CUR-193119-3110532;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;TU-C2000 Johtaminen organisaatiossa;L01;Tue;12:15;14:00;;R037/1018;0;;T224682;43,45-46,48;SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;1;T224682=Ylitalo, Jari|T1154023=Nisula, Paavo;suomi;aalto-CUR-194375-2738436;;;;;;
5;TU-C2000 Johtaminen organisaatiossa;L01;Fri;12:15;14:00;;R037/1018;0;;T224682;43-48;SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;1;T224682=Ylitalo, Jari|T1154023=Nisula, Paavo;suomi;aalto-CUR-194375-2738436;;;;;;
5;TU-C2000 Johtaminen organisaatiossa;L01;Tue;12:15;14:00;;R037/2006;0;;T224682;44,47;SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;1;T224682=Ylitalo, Jari|T1154023=Nisula, Paavo;suomi;aalto-CUR-194375-2738436;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;TU-C2010 Introduction to Strategic Management;L01;Thu;12:15;14:00;;R037/2005;0;;T688082;37-41;SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi ;;;T30701;;;0;T1154023;;;;;;1;T688082=Schmidt, Jens|T1154023=Nisula, Paavo;englanti;aalto-CUR-193120-3110533;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
