Opetusjakson koodi;Kurssin koodi ja nimi;Opetusryhmä;Viikonpäivä;Alkukellonaika;Loppukellonaika;ei käytössä;Salin koodi;Arvioitu osallistujamäärä;Salikoko;Opettajan T-numero;Lista viikoista joina opetusta järjestetään;Lista kurssin opinto-ohjelmista;Lisätietoja;Orderi;Vastuuyksikön koodi;Ilm.alkamispäivä;Ilm.loppumispäivä;Max.ilmoittautumismäärä;Lukujärjestysvastaavan T-numero;Vastuuopettajien T-numerot pilkkueroteltuna;Luennoitsijoiden T-numerot (Oodi=4) pilkkueroteltuna;Harjoitusten pitäjien T-numerot pilkkueroteltuna;Virkailijoiden T-numerot pilkkueroteltuna;Suoritusmerkinnän antajien T-numerot pilkkueroteltuna;Opetusmuoto;Henkilöiden nimet;Opetuskieli;CUR id;Arviointikohteen tyyppi;Toteutuksen tyyppi;Toteutuksen nimen lisätieto (FI);Toteutuksen nimen lisätieto (EN);Toteutuksen nimen lisätieto (SV);
3;SCI-A1010 Introduction Course for Bachelor's Students;QUANTUM TECH;Thu;14:15;16:00;;R037/1521;161;;;40;ENG10-COE-Y1~ENG10~1~~Computational Engineering|SCI10 QT 1 y~SCI10~1~2~Quantum Technology|CHEMkandi 1 vsk Chemical ~CHEM10~1~1~CHEM enkkukandi|BSc-Tech_DataSci~SCI10~1~1~Data Science;;;T32000;;;0;;T276164,T1154023;;;;;2;T276164=Möttönen, Mikko|T1154023=Nisula, Paavo;englanti;aalto-CUR-195619-2814870;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Mon;09:15;12:00;;R999/VT1;0;;T463919;36,38;MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-193050-3110463;;;;;;
3;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Fri;09:15;12:00;;R999/Online;0;;T463919;36-40,45-46;MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-193050-3110463;;;;;;
3;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Fri;09:15;12:00;;R999/VT1;0;;T463919;41,47-48;MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-193050-3110463;;;;;;
3;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Mon;09:15;13:15;;R999/VT1;0;;T463919;43-44;MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-193050-3110463;;;;;;
3;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Fri;09:15;13:15;;R999/VT1;0;;T463919;43-44;MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-193050-3110463;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Fri;09:15;12:00;;R999/VT1;0;;T463919;02,09;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|SCI3163_TEPSY_y2~SCI1~2~6~|TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-194277-2736475;;;;;;
8;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Mon;09:15;12:00;;R999/Online;0;;T463919;03-04;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|SCI3163_TEPSY_y2~SCI1~2~6~|TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-194277-2736475;;;;;;
8;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Fri;09:15;12:00;;R999/Online;0;;T463919;03-05,07,10-13;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|SCI3163_TEPSY_y2~SCI1~2~6~|TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-194277-2736475;;;;;;
8;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Fri;09:15;12:00;;R030/C130a;0;;T463919;06;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|SCI3163_TEPSY_y2~SCI1~2~6~|TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-194277-2736475;;;;;;
8;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Mon;09:00;13:00;;R999/VT1;0;;T463919;10;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|SCI3163_TEPSY_y2~SCI1~2~6~|TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-194277-2736475;;;;;;
8;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;L01;Fri;09:15;12:00;;R037/1001;0;;T463919;14;INF2~SCI1~2~1~Informaatioverkostot|INF2_SV~SCI1~2~1~|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet|SCI3025-2~SCI1~2~5~Tuotantotalous|SCI3025-2-Svenska~SCI1~2~5~Produktionsekonomi |SCI3163_TEPSY_SV_y2~SCI1~2~6~|SCI3163_TEPSY_y2~SCI1~2~6~|TF-3~SCI1~3~3~Teknillinen fysiikka|TIK2~SCI1~2~4~Tietotekniikka|TIK2ruots~SCI1~2~4~Datateknik;;;T32000;;;190;T1154023;;;;;;1;T463919=Eloranta, Tuomo|T1154023=Nisula, Paavo;suomi;aalto-CUR-194277-2736475;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;SCI-C1002 Käyttäjälähtöinen tuotekehitysprojekti;Tila;Fri;08:00;11:30;;R037/1001;0;;;14;;;;T32000;;;0;T1154023;;;;;;1;T1154023=Nisula, Paavo;suomi;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;SCI-C2801 Tulevaisuusajattelu ja skenaariot, TUTU 1;L01;Wed;12:15;14:00;;R001/U402;17;;T877039;02-07;;;;T30200;;;0;;;;;;;1;T877039=Dufva, Mikko Juhani;suomi;aalto-CUR-193051-3110464;;;;;;
8;SCI-C2801 Tulevaisuusajattelu ja skenaariot, TUTU 1;L01;Thu;12:15;14:00;;R001/M203;17;;T877039;02-07;;;;T30200;;;0;;;;;;;1;T877039=Dufva, Mikko Juhani;suomi;aalto-CUR-193051-3110464;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;SCI3025.kand Kandidaatintyö ja seminaari (Tuotantotalous);L01;Wed;12:15;14:00;;R037/1018;0;;T608172;36;SCI3025-3~SCI1~3~5~Tuotantotalous;;;T30701;;;0;T1154023;;;;;;1;T608172=Rajala, Risto|T1154023=Nisula, Paavo;suomi;aalto-CUR-193055-3110468;;;;;;
3;SCI3025.kand Kandidaatintyö ja seminaari (Tuotantotalous);L01;Tue;12:15;14:00;;R037/1018;0;;T608172;37-41;SCI3025-3~SCI1~3~5~Tuotantotalous;;;T30701;;;0;T1154023;;;;;;1;T608172=Rajala, Risto|T1154023=Nisula, Paavo;suomi;aalto-CUR-193055-3110468;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;SCI3025.kand Kandidaatintyö ja seminaari (Tuotantotalous);L01;Tue;12:15;14:00;;R037/1200;0;;T608172;02-06,09;SCI3025-3~SCI1~3~5~Tuotantotalous;;;T30701;;;0;T1154023;;;;;;1;T608172=Rajala, Risto|T1154023=Nisula, Paavo;suomi;aalto-CUR-194275-2736410;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;SCI3025.kand Kandidaatintyö ja seminaari (Tuotantotalous);S01;Fri;08:30;16:00;;R037/1593,R037/3103,R037/3104;0;;T608172;17;SCI3025-3~SCI1~3~5~Tuotantotalous;;;T30701;;;0;T1154023;;;;;;8;T608172=Rajala, Risto|T1154023=Nisula, Paavo;suomi;aalto-CUR-194275-2736410;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;SCI3026.kand Kandidaatintyö ja seminaari (Informaatioverkostot);L01;Wed;12:15;14:00;;R037/1018;0;;T953995;36;;;;T31300;;;0;T1154023;;;;;;1;T953995=Fagerholm, Fabian|T1154023=Nisula, Paavo;suomi;aalto-CUR-193057-3110470;;;;;;
3;SCI3026.kand Kandidaatintyö ja seminaari (Informaatioverkostot);L01;Tue;12:15;14:00;;R037/1018;0;;T953995;37-41;;;;T31300;;;0;T1154023;;;;;;1;T953995=Fagerholm, Fabian|T1154023=Nisula, Paavo;suomi;aalto-CUR-193057-3110470;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;SCI3026.kand Kandidaatintyö ja seminaari (Informaatioverkostot);L01;Tue;12:15;14:00;;R037/1200;0;;T953995;02-06,09;;;;T31300;;;0;T1154023;;;;;;1;T953995=Fagerholm, Fabian|T1154023=Nisula, Paavo;suomi;aalto-CUR-194276-2736427;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;SCI3026.kand Kandidaatintyö ja seminaari (Informaatioverkostot);S01;Fri;08:30;16:00;;R037/1593,R037/3103,R037/3104;0;;T953995;17;;;;T31300;;;0;T1154023;;;;;;8;T953995=Fagerholm, Fabian|T1154023=Nisula, Paavo;suomi;aalto-CUR-194276-2736427;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S01;Thu;12:15;14:00;;R030/C105;100;;T178576;36-41;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193059-3110472;;;;;;
3;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S01;Mon;08:15;18:00;;R030/A140;100;;T178576;49;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193059-3110472;;;;;;
3;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S01;Tue;08:15;18:00;;R030/A140;100;;T178576;49-50;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193059-3110472;;;;;;
3;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S01;Wed;08:15;18:00;;R030/A140;100;;T178576;49;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193059-3110472;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S02;Thu;12:15;14:00;;R030/C202;122;;T178576;02-07;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193060-3110473;;;;;;
8;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S02;Tue;08:15;18:00;;R030/A140;122;;T178576;16,18;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193060-3110473;;;;;;
8;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S02;Wed;08:15;18:00;;R030/A140;122;;T178576;16;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193060-3110473;;;;;;
8;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S02;Thu;08:15;18:00;;R037/1200;122;;T178576;17;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193060-3110473;;;;;;
8;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S02;Fri;08:15;18:00;;R030/A140;122;;T178576;17;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193060-3110473;;;;;;
8;SCI3027.kand Kandidaatintyö ja seminaari (Tietotekniikka);S02;Mon;08:15;18:00;;R030/A140;122;;T178576;18;;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-193060-3110473;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S01;Thu;12:15;14:00;;R030/C105;0;;T178576;36-41;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195646-2821428;;;;;;
3;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S01;Mon;08:15;18:00;;R030/A140;0;;T178576;49;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195646-2821428;;;;;;
3;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S01;Tue;08:15;18:00;;R030/A140;0;;T178576;49-50;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195646-2821428;;;;;;
3;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S01;Wed;08:15;18:00;;R030/A140;0;;T178576;49;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195646-2821428;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S02;Thu;12:15;14:00;;R030/C202;0;;T178576;02-07;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195647-2821443;;;;;;
8;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S02;Tue;08:15;18:00;;R030/A140;0;;T178576;16,18;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195647-2821443;;;;;;
8;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S02;Wed;08:15;18:00;;R030/A140;0;;T178576;16;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195647-2821443;;;;;;
8;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S02;Thu;08:15;18:00;;R037/1200;0;;T178576;17;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195647-2821443;;;;;;
8;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S02;Fri;08:15;18:00;;R030/A140;0;;T178576;17;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195647-2821443;;;;;;
8;SCI3163.kand Kandidaatintyö ja seminaari (Teknillinen psykologia);S02;Mon;08:15;18:00;;R030/A140;0;;T178576;18;SCI3163_TEPSY_y3~SCI1~3~6~;;;T31300;;;0;;;;;;;8;T178576=Savioja, Lauri;suomi;aalto-CUR-195647-2821443;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;TU-A1100 Tuotantotalous 1;L01;Wed;10:15;12:00;;R001/Y202a;0;;T270335;36;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3163_TEPSY_y2~SCI1~2~6~|TIK1~SCI1~1~4~Tietotekniikka|SCI3025-1~SCI1~1~5~Tuotantotalous|ENG1-RAK perusv~~1~~|ENG1-KEY perusv~~1~~|TF-2~SCI1~2~3~Teknillinen fysiikka|INF1~SCI1~1~1~Informaatioverkostot;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
3;TU-A1100 Tuotantotalous 1;L01;Tue;12:15;14:00;;R001/Y202a;0;;T270335;37-41,43-45;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3163_TEPSY_y2~SCI1~2~6~|TIK1~SCI1~1~4~Tietotekniikka|SCI3025-1~SCI1~1~5~Tuotantotalous|ENG1-RAK perusv~~1~~|ENG1-KEY perusv~~1~~|TF-2~SCI1~2~3~Teknillinen fysiikka|INF1~SCI1~1~1~Informaatioverkostot;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;TU-A1100 Tuotantotalous 1;L01;Mon;00:00;00:15;;R999/VT1;0;;T270335;16;ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-RAK perusv~~1~~|ENG1-KEY perusv~~1~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;suomi;aalto-CUR-194283-2736596;;;;;;
12;TU-A1100 Tuotantotalous 1;L01;Fri;00:00;00:15;;R999/VT1;0;;T270335;22;ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-RAK perusv~~1~~|ENG1-KEY perusv~~1~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30701;;;0;T1154023;;;;;;1;T270335=Haahtela, Tero|T1154023=Nisula, Paavo;suomi;aalto-CUR-194283-2736596;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH01;Wed;12:15;15:00;;R037/1200;0;;;43-46;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;TU-A1100 Tuotantotalous 1;XXH01;Tue;14:15;17:15;;R037/1171;0;;;09-11;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-EKO-AAE-2~ENG1~2~2~EKO-AAE|ENG1-EKO-MEC-2~ENG1~2~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194284-2736606;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;TU-A1100 Tuotantotalous 1;XXH01;Thu;16:15;19:00;;R037/1199;0;;;19;ENG1-KEY perusv~~1~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-RAK perusv~~1~~;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194283-2736596;;;;;;
12;TU-A1100 Tuotantotalous 1;XXH01;Thu;16:15;19:00;;R037/1171;0;;;20-21;ENG1-KEY perusv~~1~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-RAK perusv~~1~~;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194283-2736596;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;TU-A1100 Tuotantotalous 1;XXH02;Wed;15:15;18:00;;R037/1200;0;;;43-46;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |INF1~SCI1~1~1~Informaatioverkostot|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1~SCI1~1~5~Tuotantotalous|SCI3163_TEPSY_y2~SCI1~2~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK1~SCI1~1~4~Tietotekniikka;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-193077-3110490;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;TU-A1100 Tuotantotalous 1;XXH02;Fri;14:15;18:00;;R037/1199;0;;;19;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-RAK perusv~~1~~|ENG1-KEY perusv~~1~~;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194283-2736596;;;;;;
12;TU-A1100 Tuotantotalous 1;XXH02;Fri;14:15;18:00;;R037/1171;0;;;20-21;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-RAK perusv~~1~~|ENG1-KEY perusv~~1~~;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194283-2736596;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;TU-A1100 Tuotantotalous 1;XXH02;Thu;12:15;14:00;;R037/1200;0;;;09-11;ENG1-KEY perusv~~1~~|ENG1-RAK perusv~~1~~|ENG1-EKO-AAE-2~ENG1~2~2~EKO-AAE|ENG1-EKO-MEC-2~ENG1~2~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30701;;;0;T1154023;;;;;;7;T1154023=Nisula, Paavo;suomi;aalto-CUR-194284-2736606;;;;;;
